                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.1069,                0.96373,                 1.1382,                0.53612,                0.49403,                0.48308,                 0.2703,                 1.4759,                  1.225,                 1.3797,              0.0005447,              0.0005447,              0.0005447
                    149,                 1.1141,                0.95091,                 1.1344,                0.53035,                0.48415,                0.48071,                0.27014,                 1.4827,                 1.2372,                 1.3899,              0.0005348,              0.0005348,              0.0005348
                    150,                 1.1133,                0.95397,                 1.1389,                0.54202,                0.46933,                0.48035,                0.26907,                 1.4812,                 1.2334,                 1.3839,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.1019,                0.93981,                 1.1304,                0.53428,                0.47656,                0.48122,                 0.2687,                 1.4813,                 1.2326,                 1.3841,               0.000515,               0.000515,               0.000515
                    152,                 1.1023,                0.93999,                 1.1283,                0.52612,                0.48744,                0.48327,                 0.2695,                 1.4874,                 1.2453,                 1.3875,              0.0005051,              0.0005051,              0.0005051
                    153,                 1.0949,                0.93283,                 1.1283,                0.54106,                0.48703,                0.48448,                0.26957,                 1.4858,                 1.2402,                 1.3872,              0.0004952,              0.0004952,              0.0004952
                    154,                 1.0834,                0.91554,                 1.1284,                0.52093,                  0.496,                0.47894,                0.26823,                 1.4861,                 1.2396,                 1.3913,              0.0004853,              0.0004853,              0.0004853
                    155,                 1.0828,                0.92938,                  1.124,                0.51942,                0.49403,                0.47942,                0.26559,                 1.4834,                 1.2456,                 1.3924,              0.0004754,              0.0004754,              0.0004754
                    156,                 1.0755,                0.90911,                 1.1161,                0.53546,                0.48309,                0.47954,                0.26638,                 1.4808,                 1.2507,                 1.3882,              0.0004655,              0.0004655,              0.0004655
                    157,                 1.0887,                0.92572,                 1.1268,                0.52072,                0.49201,                0.48081,                0.26459,                 1.4905,                 1.2569,                 1.3938,              0.0004556,              0.0004556,              0.0004556
                    158,                 1.0895,                0.91669,                 1.1178,                0.51495,                0.50393,                0.47936,                0.26535,                 1.4901,                 1.2625,                 1.3957,              0.0004457,              0.0004457,              0.0004457
                    159,                 1.0748,                 0.9022,                 1.1179,                0.51489,                0.49856,                0.48001,                0.26693,                 1.4936,                 1.2604,                 1.4002,              0.0004358,              0.0004358,              0.0004358
                    160,                 1.0768,                0.90541,                  1.121,                0.53505,                 0.4858,                0.47838,                  0.266,                 1.4963,                 1.2679,                 1.4012,              0.0004259,              0.0004259,              0.0004259
                    161,                 1.0715,                0.90581,                 1.1148,                 0.5244,                0.48744,                0.47624,                0.26618,                  1.504,                 1.2758,                 1.4078,               0.000416,               0.000416,               0.000416
                    162,                  1.058,                 0.8843,                 1.1173,                0.53338,                0.48374,                0.48006,                0.26647,                 1.5068,                 1.2827,                 1.4086,              0.0004061,              0.0004061,              0.0004061
                    163,                 1.0844,                0.91309,                 1.1159,                0.52275,                0.48868,                0.48136,                0.26658,                 1.5046,                  1.268,                 1.4112,              0.0003962,              0.0003962,              0.0003962
                    164,                 1.0638,                0.89574,                 1.1099,                0.52058,                0.48333,                0.47607,                0.26512,                 1.5111,                 1.2761,                  1.419,              0.0003863,              0.0003863,              0.0003863
                    165,                 1.0622,                0.89859,                 1.1116,                0.51669,                0.48909,                0.47582,                0.26408,                 1.5118,                 1.2766,                 1.4183,              0.0003764,              0.0003764,              0.0003764
                    166,                 1.0637,                0.87895,                 1.1105,                0.51575,                0.48144,                0.47207,                0.26351,                  1.507,                 1.2868,                 1.4141,              0.0003665,              0.0003665,              0.0003665
                    167,                 1.0568,                 0.8828,                 1.1071,                0.51845,                0.48168,                0.47439,                0.26504,                 1.5017,                 1.2869,                 1.4079,              0.0003566,              0.0003566,              0.0003566
                    168,                 1.0456,                0.85977,                 1.0968,                0.51585,                0.48777,                0.47609,                0.26704,                 1.5014,                 1.2828,                 1.4072,              0.0003467,              0.0003467,              0.0003467
                    169,                 1.0668,                0.87729,                 1.1076,                0.53861,                0.46727,                0.47273,                0.26505,                 1.5068,                 1.2892,                 1.4142,              0.0003368,              0.0003368,              0.0003368
                    170,                 1.0482,                0.85902,                 1.0989,                0.54852,                 0.4578,                0.47384,                0.26623,                 1.4987,                 1.2903,                  1.413,              0.0003269,              0.0003269,              0.0003269
                    171,                 1.0578,                0.87621,                 1.1085,                 0.5365,                0.47034,                0.47352,                 0.2677,                 1.5026,                 1.2838,                 1.4174,               0.000317,               0.000317,               0.000317
                    172,                 1.0494,                0.88691,                 1.0987,                0.54156,                0.46274,                0.47566,                0.26786,                 1.5036,                 1.2745,                 1.4145,              0.0003071,              0.0003071,              0.0003071
                    173,                 1.0478,                0.85783,                 1.0983,                 0.5195,                0.48428,                 0.4724,                 0.2661,                  1.502,                 1.2795,                 1.4127,              0.0002972,              0.0002972,              0.0002972
                    174,                 1.0436,                0.86268,                 1.0981,                0.53244,                0.47715,                0.47462,                0.26521,                 1.4993,                 1.2777,                  1.411,              0.0002873,              0.0002873,              0.0002873
                    175,                  1.039,                0.85598,                 1.0937,                0.52941,                 0.4788,                0.47439,                0.26643,                 1.4989,                 1.2766,                   1.41,              0.0002774,              0.0002774,              0.0002774
                    176,                 1.0302,                0.84342,                 1.0942,                0.55426,                0.45664,                0.47642,                0.26586,                 1.5042,                  1.284,                 1.4143,              0.0002675,              0.0002675,              0.0002675
                    177,                 1.0233,                0.85016,                 1.0859,                0.54406,                0.45981,                0.47502,                0.26571,                 1.5052,                 1.2889,                 1.4136,              0.0002576,              0.0002576,              0.0002576
                    178,                  1.029,                0.84923,                 1.0892,                0.52776,                0.48003,                0.47108,                0.26351,                 1.5042,                 1.2868,                 1.4155,              0.0002477,              0.0002477,              0.0002477
                    179,                 1.0367,                0.83971,                 1.0937,                0.53998,                0.47455,                0.47212,                0.26509,                 1.5004,                 1.2864,                  1.411,              0.0002378,              0.0002378,              0.0002378
                    180,                 1.0242,                0.82134,                 1.0892,                0.53956,                0.47015,                0.47116,                0.26383,                 1.4971,                  1.289,                 1.4081,              0.0002279,              0.0002279,              0.0002279
                    181,                 1.0199,                0.83158,                 1.0938,                0.55131,                0.46439,                0.47096,                0.26371,                 1.4962,                 1.2908,                 1.4082,               0.000218,               0.000218,               0.000218
                    182,                 1.0271,                0.84678,                 1.0855,                0.53702,                0.47085,                0.47052,                0.26415,                 1.4982,                 1.2889,                 1.4095,              0.0002081,              0.0002081,              0.0002081
                    183,                 1.0228,                 0.8353,                 1.0851,                0.53408,                0.47221,                0.46728,                0.26286,                 1.5003,                 1.2942,                 1.4118,              0.0001982,              0.0001982,              0.0001982
                    184,                  1.023,                0.81423,                 1.0865,                0.53695,                0.46451,                0.46592,                0.26106,                 1.5009,                 1.2897,                 1.4144,              0.0001883,              0.0001883,              0.0001883
                    185,                 1.0212,                 0.8247,                 1.0846,                0.54212,                0.46686,                0.46543,                0.26073,                  1.503,                 1.2922,                  1.421,              0.0001784,              0.0001784,              0.0001784
